fecha,cantidad,predicho,error_abs,error_%
2025-01-09,15.0,13.913681,1.0863189697265625,7.24212646484375
2025-01-09,20.0,22.052584,2.052583694458008,10.262918472290039
2025-01-09,13.0,13.268048,0.2680482864379883,2.061909895676833
2025-01-09,4.0,3.9941533,0.005846738815307617,0.14616847038269043
2025-01-09,7.0,7.601648,0.6016478538513184,8.594969340733119
2025-01-09,13.0,12.733618,0.26638221740722656,2.0490939800555887
2025-01-09,14.0,14.405763,0.4057626724243164,2.8983048030308316
2025-01-09,20.0,20.823692,0.8236923217773438,4.118461608886719
2025-01-09,6.0,6.032769,0.032769203186035156,0.5461533864339193
2025-01-09,2.0,2.1753027,0.17530274391174316,8.765137195587158
2025-01-09,18.0,16.42277,1.577230453491211,8.762391408284506
2025-01-10,3.0,2.86563,0.1343700885772705,4.479002952575684
2025-01-10,11.0,10.063715,0.9362850189208984,8.511681990189986
2025-01-10,18.0,20.815754,2.815753936767578,15.643077426486546
2025-01-10,6.0,7.2056246,1.2056245803833008,20.093743006388348
2025-01-10,11.0,10.759797,0.2402029037475586,2.183662761341442
2025-01-10,7.0,6.1195974,0.8804025650024414,12.577179500034877
2025-01-10,14.0,13.389641,0.6103591918945312,4.359708513532366
2025-01-10,9.0,9.213224,0.2132244110107422,2.36916012234158
2025-01-10,9.0,5.8770986,3.122901439666748,34.69890488518609
2025-01-10,21.0,21.636433,0.6364326477050781,3.030631655738467
2025-01-10,20.0,19.26315,0.7368507385253906,3.684253692626953
2025-01-10,9.0,9.8830805,0.8830804824829102,9.812005360921225
2025-01-11,21.0,20.960663,0.039337158203125,0.18731980096726192
2025-01-11,10.0,10.04707,0.047069549560546875,0.47069549560546875
2025-01-11,13.0,12.858729,0.14127063751220703,1.0866972116323619
2025-01-11,25.0,27.056982,2.0569820404052734,8.227928161621094
2025-01-11,4.0,4.046452,0.04645204544067383,1.1613011360168457
2025-01-11,12.0,9.315977,2.684022903442383,22.366857528686523
2025-01-11,20.0,18.29646,1.7035408020019531,8.517704010009766
2025-01-11,6.0,7.2766576,1.2766575813293457,21.277626355489094
2025-01-11,11.0,10.1535425,0.8464574813842773,7.69506801258434
2025-01-11,9.0,9.978004,0.9780044555664062,10.86671617296007
2025-01-11,21.0,22.008957,1.0089569091796875,4.804556710379464
2025-01-12,2.0,2.1830904,0.1830904483795166,9.15452241897583
2025-01-12,21.0,22.011032,1.0110321044921875,4.814438592819941
2025-01-12,29.0,25.668064,3.3319358825683594,11.48943407782193
2025-01-12,14.0,13.534533,0.4654674530029297,3.324767521449498
2025-01-12,4.0,5.3346834,1.3346834182739258,33.367085456848145
2025-01-12,12.0,11.940209,0.059790611267089844,0.49825509389241535
2025-01-12,10.0,10.7727785,0.7727785110473633,7.727785110473633
2025-01-12,4.0,4.046452,0.04645204544067383,1.1613011360168457
2025-01-12,9.0,7.277042,1.7229580879211426,19.143978754679363
2025-01-12,8.0,7.9456306,0.054369449615478516,0.6796181201934814
2025-01-12,13.0,12.8608055,0.13919448852539062,1.070726834810697
2025-01-12,17.0,19.52054,2.520540237426758,14.826707278980928
2025-01-13,5.0,6.105971,1.105970859527588,22.119417190551758
2025-01-13,10.0,9.271816,0.7281837463378906,7.281837463378906
2025-01-13,13.0,12.733618,0.26638221740722656,2.0490939800555887
2025-01-13,20.0,19.251919,0.7480812072753906,3.740406036376953
2025-01-13,16.0,17.939325,1.9393253326416016,12.12078332901001
2025-01-13,13.0,12.733618,0.26638221740722656,2.0490939800555887
2025-01-13,1.0,1.4243437,0.42434370517730713,42.43437051773071
2025-01-13,24.0,20.755505,3.244495391845703,13.518730799357096
2025-01-13,5.0,4.029104,0.9708957672119141,19.41791534423828
2025-01-13,8.0,7.1673017,0.8326983451843262,10.408729314804077
2025-01-13,17.0,18.028744,1.0287437438964844,6.051433787626379
2025-01-13,5.0,5.9485426,0.948542594909668,18.97085189819336
2025-01-14,20.0,20.843918,0.8439178466796875,4.2195892333984375
2025-01-14,4.0,5.2579308,1.2579307556152344,31.44826889038086
2025-01-14,7.0,7.0286536,0.028653621673583984,0.4093374524797712
2025-01-14,10.0,9.26974,0.730259895324707,7.30259895324707
2025-01-14,19.0,18.376087,0.6239128112792969,3.2837516383120886
2025-01-14,7.0,7.821869,0.821868896484375,11.740984235491071
2025-01-14,1.0,1.4243437,0.42434370517730713,42.43437051773071
2025-01-14,11.0,10.757721,0.242279052734375,2.202536843039773
2025-01-14,17.0,19.022745,2.022745132446289,11.898500779095817
2025-01-14,8.0,7.1652265,0.8347735404968262,10.434669256210327
2025-01-14,14.0,13.387565,0.6124353408813477,4.3745381491524835
